,2017 Pop,2017 Unmarried Women,High School Graduate,Unemployment,Percent Under the Poverty lavel,Mean Income,Sex Ratio,Mean Age,zip code tabulation area
383,9006,18.9,22.4,5.0,4.8,107680,94.3,41.8,03825
384,730,0.0,22.9,0.0,0.0,93199,88.1,35.0,03443
385,1398,0.0,18.9,4.7,3.9,100623,94.7,59.1,03580
386,1696,0.0,14.9,3.0,2.5,174158,95.8,48.8,03768
387,1581,20.3,23.6,5.2,8.5,115063,75.9,43.6,03777
388,3470,31.0,26.4,4.2,8.8,77752,114.2,42.0,03809
389,6751,0.0,19.4,2.8,2.2,123862,91.9,50.0,03811
390,4046,0.0,35.7,4.4,17.3,63076,95.7,40.4,03818
391,3227,42.9,25.2,4.1,3.9,120947,94.3,45.1,03827
392,3863,100.0,29.0,5.0,10.7,68583,109.8,33.9,03839
393,9003,21.5,23.8,3.1,7.6,82787,97.2,37.1,03857
394,4299,100.0,23.4,0.7,11.4,71028,108.1,47.4,03860
395,2045,-666666666.0,37.5,2.9,6.5,78021,90.1,53.4,03886
396,7538,0.0,30.6,4.4,5.1,81160,88.6,41.3,03901
397,2428,0.0,22.4,6.2,7.2,127641,116.4,49.5,03902
398,5135,0.0,40.2,3.9,13.6,72237,102.0,44.9,03868
399,8893,0.0,43.5,8.5,5.7,73597,94.9,53.4,03874
400,1183,-666666666.0,34.1,2.2,2.5,107424,95.9,56.0,03875
401,11855,33.2,37.2,7.0,8.1,68894,92.2,36.9,03878
402,4704,34.0,36.0,3.1,3.8,79686,89.3,45.1,03906
403,7363,0.0,19.1,1.3,5.6,100695,82.9,40.6,03908
404,4011,11.9,13.6,2.7,2.6,138779,99.9,42.3,03840
405,21214,7.8,36.6,4.2,10.2,69120,99.3,41.5,03867
406,2471,39.3,26.9,2.9,4.2,98106,94.4,45.0,03869
407,3391,0.0,31.5,2.9,2.4,77988,100.7,54.3,03872
408,6834,0.0,41.3,3.3,8.1,71317,117.6,40.4,03835
409,1314,0.0,36.0,5.5,8.5,73917,97.3,55.7,03836
410,24856,47.5,28.3,5.1,5.7,111082,95.8,40.7,03051
411,8426,0.0,26.8,5.9,2.3,106255,109.8,43.1,03052
412,1593,0.0,19.7,3.9,6.7,105302,98.4,49.3,03043
413,6273,35.4,22.5,4.2,9.6,91318,98.0,47.1,03253
414,4711,50.0,10.1,2.9,6.8,102696,78.4,43.8,03257
415,4893,50.0,19.0,2.3,10.7,83749,91.5,31.3,03242
416,11452,44.3,37.2,4.1,7.5,88414,99.5,42.7,03275
417,1389,0.0,20.0,4.8,7.8,90354,72.8,51.9,03287
418,2673,50.0,32.0,4.2,13.5,73446,100.8,43.6,03440
419,191,0.0,8.5,1.0,0.0,123647,132.9,53.6,03215
420,5464,14.0,22.3,1.8,2.0,118401,100.1,41.4,03070
421,5236,27.1,29.9,3.8,2.9,106149,123.0,37.5,03071
422,7354,81.8,34.5,5.5,7.4,71132,93.1,44.1,03220
423,3365,13.3,26.3,2.5,5.6,82699,103.6,54.8,03223
424,2248,0.0,16.6,3.1,3.2,96696,96.3,49.8,03224
425,1283,-666666666.0,40.6,6.0,15.4,57046,123.9,49.1,03251
426,298,0.0,35.4,5.2,3.0,79157,105.5,59.8,03259
427,714,-666666666.0,16.2,0.0,0.0,119398,102.3,55.6,03260
428,24854,8.8,22.6,3.2,3.0,117256,95.5,41.8,03053
429,32223,15.8,24.0,3.6,12.0,78457,106.3,37.8,03104
430,5822,41.2,38.7,5.4,11.0,66107,106.8,44.5,03222
431,1000,0.0,21.2,3.1,6.9,89184,100.4,53.2,03226
432,14112,29.8,25.2,9.6,14.1,83132,95.4,39.0,03064
433,2542,100.0,22.4,5.3,24.3,58910,152.4,43.8,03101
434,2242,0.0,39.1,4.9,21.5,51683,86.1,36.1,03217
435,821,0.0,46.6,7.6,5.7,112914,96.9,48.3,03218
436,2284,37.5,29.2,3.7,7.1,78650,97.6,47.7,03221
437,1369,0.0,30.8,3.6,2.0,68353,104.0,44.9,03230
438,2303,56.5,28.5,5.2,9.9,81230,94.5,44.6,03256
439,354,0.0,9.7,0.0,2.8,88048,154.7,46.4,03273
440,93,-666666666.0,22.8,0.0,0.0,148040,72.2,61.6,03233
441,16237,66.5,31.6,5.8,14.3,71605,93.3,47.0,03246
442,25537,31.8,26.1,4.5,12.7,72858,87.0,36.5,03431
443,733,100.0,31.7,2.3,7.4,79514,95.5,46.5,03445
444,2307,-666666666.0,37.9,5.1,6.0,80095,104.5,50.2,03447
445,3978,100.0,41.5,5.2,9.6,62208,91.5,45.5,03451
446,5314,41.5,36.7,4.6,14.0,71641,105.4,47.2,03452
447,2149,-666666666.0,34.0,0.2,9.0,77103,99.7,46.4,03455
448,864,92.0,43.3,3.3,7.9,73175,97.3,52.1,03605
449,504,100.0,54.6,0.0,1.0,54326,120.1,41.8,03751
450,732,66.7,36.3,4.3,10.6,66041,97.8,44.2,03752
451,1226,-666666666.0,20.6,8.7,11.4,83642,100.3,39.3,03845
452,2663,62.5,29.7,4.2,3.7,91957,99.3,47.4,03855
453,1559,0.0,16.0,3.3,2.4,156077,93.7,42.8,03856
454,7642,82.5,35.6,8.2,2.1,95475,86.2,39.7,03865
455,5340,-666666666.0,14.8,1.0,4.6,155545,105.5,51.3,03870
456,1974,57.9,35.4,3.8,10.0,86268,102.5,42.9,03887
457,6203,0.0,27.2,9.0,5.6,86283,101.2,57.2,03894
458,6380,3.1,29.1,3.8,6.2,88079,102.7,47.4,03903
459,355,-666666666.0,50.0,8.9,11.5,65349,136.7,59.2,03579
460,1498,0.0,20.0,9.5,7.2,120563,110.7,46.1,03462
461,1779,0.0,25.1,3.4,6.4,102805,83.8,52.3,03467
462,10273,82.3,47.0,8.9,19.4,54611,127.9,42.3,03570
463,870,100.0,39.0,11.7,26.1,50174,106.2,49.3,03590
464,656,0.0,33.7,2.2,6.1,78915,116.5,53.4,03595
465,5301,68.4,51.6,4.1,11.7,59384,97.2,47.3,03603
466,13739,81.5,43.8,5.1,13.0,57540,91.6,43.4,03743
467,1496,75.0,22.1,3.4,10.9,89763,116.2,50.5,03745
468,770,100.0,7.3,0.0,0.0,178629,112.7,36.0,03750
469,10891,0.0,5.5,2.1,11.5,165292,99.9,23.8,03755
470,500,-666666666.0,21.8,0.0,4.2,85454,117.4,38.4,03770
471,939,0.0,33.2,3.3,4.5,75940,111.5,45.4,03771
472,2061,-666666666.0,30.2,2.3,4.1,74576,91.7,50.2,03774
473,30938,44.6,20.3,4.4,10.7,83143,89.4,36.6,03820
474,2283,0.0,20.1,8.0,4.3,91260,98.5,46.1,03826
475,345,0.0,9.8,2.5,4.1,98265,87.5,58.1,03832
476,2973,0.0,23.7,5.2,2.7,93103,111.3,48.0,03269
477,8291,20.4,37.4,3.2,7.2,69152,106.4,44.4,03276
478,16144,40.9,32.1,3.9,7.3,81381,91.0,40.5,03303
479,195,-666666666.0,57.0,0.0,0.0,45321,93.1,49.8,03441
480,6005,34.2,35.8,4.6,9.6,82116,106.4,32.2,03461
481,5203,70.6,42.6,8.5,9.3,60324,91.4,41.7,03470
482,2182,78.3,38.5,3.2,4.9,80328,106.0,41.9,03465
483,3041,0.0,31.3,3.0,5.3,68459,105.3,53.5,03581
484,5892,100.0,34.8,1.8,13.3,83635,101.4,43.2,03446
485,913,0.0,19.7,3.1,5.6,95514,106.1,57.7,03450
486,3195,23.8,32.3,8.2,15.5,57878,99.9,50.0,03598
487,3968,0.0,37.0,2.0,10.8,81435,83.4,44.7,03741
488,4718,0.0,23.9,3.0,4.2,106171,84.7,45.3,03748
489,2629,0.0,34.6,4.4,7.4,79037,95.3,46.3,03813
490,703,-666666666.0,30.6,3.7,24.2,50019,288.4,49.6,03817
491,16148,11.1,4.9,4.8,24.2,97947,91.5,20.9,03824
492,1658,0.0,22.7,6.0,5.9,74372,105.5,44.3,03837
493,1033,-666666666.0,22.2,4.3,5.3,69661,119.3,54.6,03838
494,15243,22.1,21.2,3.1,4.5,101159,87.8,50.3,03842
495,957,-666666666.0,9.4,4.3,12.9,90220,86.9,60.0,03846
496,4824,66.7,28.5,4.5,3.9,108428,100.2,43.1,03858
497,1435,100.0,43.9,7.9,11.7,67644,95.5,47.3,03882
498,3892,0.0,17.8,3.4,3.0,116254,99.5,44.8,03884
499,7227,1.7,13.3,2.2,0.7,139549,109.7,45.1,03885
500,6179,0.0,29.9,5.8,2.8,115389,94.7,41.6,03873
501,7939,11.0,24.5,4.9,3.2,91521,102.2,40.6,03904
502,1710,-666666666.0,24.5,2.0,0.0,101120,80.2,61.8,03905
503,1217,-666666666.0,16.7,4.1,5.8,92294,86.7,59.8,03907
504,9838,0.0,18.8,5.1,4.9,106592,86.1,49.6,03909
505,1001,100.0,32.2,3.4,7.1,62331,95.1,52.7,03583
506,798,-666666666.0,27.3,5.0,4.5,73727,118.0,46.1,03609
507,468,0.0,42.8,0.0,2.8,81043,108.0,55.4,03607
508,5916,100.0,29.0,5.4,15.6,57527,99.9,43.7,03561
509,603,-666666666.0,28.4,2.3,1.9,85539,100.3,37.2,03780
510,2344,0.0,43.4,7.7,23.1,55745,97.0,47.5,03814
511,1651,0.0,43.3,1.9,10.0,64944,95.2,57.4,03864
512,917,0.0,10.4,0.6,0.8,186394,78.4,60.1,03854
513,6123,73.1,27.0,3.9,4.7,121636,97.8,44.7,03848
514,1371,0.0,35.0,3.2,10.1,78483,93.9,42.4,03849
515,14344,27.0,16.2,5.0,2.9,150392,98.9,43.0,03087
516,37087,50.4,36.4,7.3,17.5,62498,105.5,35.0,03103
517,10852,53.4,31.3,3.5,5.7,93254,96.4,38.8,03109
518,4652,47.8,38.4,1.6,3.8,97134,105.2,45.9,03234
519,5190,21.0,16.0,2.1,0.8,146441,84.3,42.1,03033
520,2554,18.4,26.8,3.6,6.8,124403,100.8,45.1,03057
521,29861,43.2,33.6,5.4,17.1,64748,92.6,35.1,03060
522,1734,14.3,28.0,3.9,3.9,107981,109.4,49.7,03082
523,13323,30.5,33.7,3.4,3.5,117324,91.5,43.5,03076
524,32402,20.7,23.3,4.6,11.2,77453,100.9,40.1,03301
525,9275,32.8,22.6,3.0,9.1,85581,88.7,39.3,03766
526,442,100.0,50.7,4.3,8.0,63481,95.6,51.8,03601
527,866,0.0,30.0,5.1,3.8,94261,98.6,48.7,03779
528,660,0.0,24.7,0.0,0.0,87406,71.9,42.1,03852
529,514,0.0,17.3,3.3,11.4,66474,82.3,63.6,03853
530,675,0.0,22.9,6.0,11.3,92406,111.6,47.1,03457
531,3038,100.0,21.6,4.2,6.1,77594,111.7,49.0,03782
532,3357,43.5,36.9,3.7,8.2,81380,98.6,47.6,03048
533,1025,0.0,18.2,7.2,6.7,86998,93.4,56.2,03227
534,2147,100.0,29.4,2.0,11.4,88017,92.9,47.0,03245
535,290,76.5,30.8,13.1,3.8,68205,113.2,24.7,03293
536,357,-666666666.0,0.0,0.0,0.0,89654,76.7,52.9,03847
537,127,-666666666.0,34.4,27.4,5.5,34962,89.6,48.2,03238
538,61,-666666666.0,26.2,0.0,0.0,61127,35.6,69.1,03871
539,366,-666666666.0,49.8,3.2,6.6,41317,97.8,69.2,03597
540,416,0.0,21.3,3.8,11.1,86292,94.4,58.5,03593
541,2788,21.1,25.4,4.6,1.5,126537,101.7,43.8,03046
542,274,-666666666.0,32.2,0.0,20.4,45768,62.1,61.4,03890
543,281,-666666666.0,27.1,0.0,1.1,108751,84.9,51.2,03746
544,266,-666666666.0,20.9,4.6,1.9,80223,131.3,44.2,03231
545,29039,38.8,31.1,4.6,4.5,104844,99.5,44.3,03079
546,1748,0.0,38.4,5.3,7.4,85036,109.1,46.9,03047
547,1899,0.0,17.1,1.9,2.3,109175,108.0,54.6,03255
548,708,100.0,31.7,4.7,6.8,71843,108.2,49.5,03456
549,4101,100.0,23.6,3.4,4.5,138839,96.6,53.3,03254
550,7718,19.5,19.3,1.7,3.5,123815,103.2,45.4,03304
551,3942,66.7,38.8,4.1,4.6,76261,106.1,47.8,03851
552,7111,0.0,25.9,1.9,7.9,105550,84.5,50.5,03249
553,90,-666666666.0,0.0,0.0,58.9,94071,190.3,35.6,03575
554,72,-666666666.0,0.0,-666666666.0,22.2,63784,148.3,69.4,03911
555,498,-666666666.0,43.6,20.5,6.6,76534,140.6,42.8,03910
556,335,-666666666.0,20.3,0.0,11.9,74071,69.2,65.1,03850
557,1869,21.4,16.3,2.4,1.8,131154,115.6,37.6,03823
558,388,-666666666.0,17.7,27.3,23.7,77729,73.2,42.1,03604
559,2024,0.0,30.2,4.1,3.0,66700,115.3,48.0,03285
560,689,100.0,39.3,3.0,7.3,77701,158.1,52.7,03740
561,611,0.0,15.2,1.9,2.0,103000,85.2,59.3,03586
562,2623,59.7,28.8,2.2,7.3,96220,113.8,44.5,03258
563,4375,-666666666.0,14.0,0.2,0.2,116620,89.2,44.1,03861
564,158,-666666666.0,0.0,0.0,72.8,-999999999,378.8,25.2,03754
565,906,-666666666.0,28.6,8.1,3.9,87214,88.4,64.2,02650
566,1030,0.0,14.0,8.4,6.0,91186,90.7,54.7,02659
567,10590,10.8,22.7,3.8,11.2,126748,113.2,39.4,02554
568,2869,-666666666.0,21.2,7.9,1.3,113116,72.9,63.7,02556
569,6657,37.5,31.1,7.7,11.3,76834,79.0,56.7,02660
570,15832,55.7,25.7,5.9,4.1,95268,103.0,46.7,02790
571,31126,27.2,32.3,9.1,18.3,59521,90.0,39.8,02720
572,5065,0.0,22.1,6.0,5.6,132942,82.7,51.2,02738
573,10443,50.8,36.8,5.8,4.1,82207,97.1,45.6,02743
574,830,100.0,21.1,4.8,9.2,82335,90.8,55.3,02807
575,22129,6.7,20.3,6.3,9.4,100699,95.7,45.7,02852
576,20736,41.8,19.6,6.6,8.1,100218,98.0,47.2,02879
577,28695,42.2,27.0,5.4,8.3,85085,91.6,45.5,02886
578,50358,48.1,33.2,6.2,14.7,69475,92.5,39.7,02780
579,2540,56.3,35.6,10.1,7.3,82397,100.3,37.8,02808
580,1348,-666666666.0,17.1,6.1,1.9,129228,124.3,43.3,02812
581,18348,19.7,17.3,4.8,4.2,138103,91.5,45.6,02818
582,5391,54.5,29.5,3.1,4.8,99041,100.6,50.0,02825
583,2047,-666666666.0,32.6,1.1,7.1,94684,99.1,51.7,02827
584,195,-666666666.0,44.5,-666666666.0,-666666666.0,-666666666,-666666666.0,43.1,02366
585,33980,39.0,28.9,10.5,11.2,88130,88.0,41.7,02368
586,15572,23.4,11.6,5.1,4.0,155330,95.4,45.5,02332
587,24166,7.4,33.7,5.4,7.9,93496,106.0,44.0,02346
588,20774,18.3,7.4,4.0,9.0,163850,86.0,36.0,02445
589,28696,8.1,20.2,4.2,11.7,89278,92.8,32.2,02453
590,5568,0.0,2.4,2.6,1.3,277335,97.7,47.0,02468
591,16964,3.6,13.5,3.5,5.7,131636,84.9,44.6,02476
592,12027,0.0,9.2,3.7,5.1,307984,83.0,44.4,02493
593,2417,-666666666.0,19.3,1.9,3.7,105893,71.7,57.3,02575
594,4873,-666666666.0,36.4,8.1,6.9,97441,92.7,45.2,02576
595,3257,0.0,24.0,8.8,4.7,144027,96.0,56.7,02655
596,2952,100.0,19.3,9.1,10.7,69510,113.9,54.9,02657
597,8397,50.9,28.2,8.2,5.5,80186,91.7,48.7,02673
598,6314,100.0,21.7,2.3,7.2,88790,77.7,60.5,02675
599,4472,0.0,30.8,4.2,5.7,108881,88.1,46.4,02702
600,11990,29.3,21.3,2.6,2.3,120799,106.3,43.8,02769
601,2076,-666666666.0,34.3,3.7,6.4,89075,88.7,51.9,02804
602,7616,51.3,32.7,4.8,6.8,95908,110.0,45.3,02814
603,9044,0.0,28.7,4.4,6.4,107198,113.5,48.3,02857
604,7842,47.5,11.9,8.7,21.3,106269,84.2,19.7,02881
605,1441,-666666666.0,30.4,2.2,0.7,84313,84.7,47.2,02898
606,27461,32.5,29.5,7.6,6.5,81389,95.1,44.0,02889
607,16275,15.2,27.0,6.1,3.6,100840,86.7,40.5,02351
608,2609,0.0,3.0,3.7,1.7,212297,149.4,36.4,02210
609,25023,0.0,5.6,8.6,38.3,72124,74.1,21.5,02215
610,11292,0.0,28.6,3.0,3.2,116095,99.2,45.0,02347
611,13210,20.5,26.8,5.0,6.6,101968,87.7,43.4,02364
612,19473,7.4,4.5,4.2,5.3,226215,90.9,42.8,02459
613,25940,6.5,9.4,4.4,5.5,161082,92.0,41.6,02478
614,20128,0.0,8.7,3.5,2.5,213669,96.3,44.6,02492
615,8294,10.0,18.0,4.5,6.9,96055,84.4,58.9,02540
616,909,0.0,6.4,1.8,11.7,184355,64.4,55.7,02543
617,9501,-666666666.0,23.0,5.0,5.1,105284,88.9,51.5,02563
618,3301,0.0,17.3,7.5,4.9,102109,91.9,53.7,02635
619,4393,0.0,26.9,3.8,6.3,97596,100.2,41.7,02644
620,5905,26.9,16.4,3.4,7.1,83045,82.3,60.4,02653
621,9226,28.6,31.5,9.1,8.3,72702,79.1,52.4,02664
622,2807,-666666666.0,22.5,1.3,3.3,113791,78.8,53.6,02668
623,158,-666666666.0,52.8,0.0,0.0,138129,276.2,46.2,02669
624,25,-666666666.0,28.0,0.0,8.0,154250,108.3,65.1,02713
625,3703,19.0,35.7,5.8,6.1,108552,97.2,40.4,02715
626,4703,34.6,35.6,4.9,6.1,96036,103.0,44.2,02717
627,6245,0.0,15.2,3.0,3.5,151684,90.3,42.4,02874
628,10492,27.5,27.7,4.5,10.8,75170,91.4,45.2,02885
629,19328,25.9,27.0,4.7,5.7,85455,93.9,43.8,02888
630,586,0.0,42.9,6.6,13.8,78410,52.6,42.1,02894
631,10890,44.1,18.3,10.7,36.9,70167,89.2,28.9,02903
632,37309,62.9,31.1,7.5,22.5,62150,87.2,30.0,02908
633,37153,65.9,31.8,6.8,11.3,71608,106.9,42.2,02920
634,7452,0.0,13.5,9.5,22.7,112325,88.1,33.0,02111
635,14864,28.8,34.2,4.8,6.9,92853,96.2,38.9,02382
636,3011,-666666666.0,21.6,8.1,9.0,93416,97.4,66.8,02638
637,17448,0.0,20.0,6.0,4.9,119762,95.3,42.3,02035
638,14301,39.1,32.3,5.4,6.6,99518,88.0,39.8,02333
639,638,-666666666.0,23.4,6.4,19.3,58183,103.2,64.0,02666
640,1933,0.0,8.9,2.2,1.5,115186,106.7,33.2,02763
641,14328,0.0,23.1,6.3,3.9,137750,94.7,42.4,02339
642,3155,0.0,14.1,2.8,3.3,125715,98.9,43.3,02464
643,4055,0.0,13.1,5.0,11.8,131177,90.8,59.7,02633
644,44326,33.5,28.1,6.7,9.2,86490,93.3,40.3,02703
645,900,100.0,29.9,1.8,16.8,82899,81.5,52.7,02833
646,9736,0.0,18.3,2.5,4.9,97981,90.1,55.6,02631
647,24294,72.7,35.5,7.9,13.9,66755,93.1,43.0,02745
648,19395,74.7,33.9,10.5,30.7,41405,102.3,29.1,02863
649,12121,16.2,30.9,6.0,4.4,103787,86.3,47.7,02896
650,30702,53.3,31.5,5.6,17.8,60410,87.3,39.6,02904
651,41524,55.3,33.8,11.4,30.8,45754,95.4,30.3,02909
652,13956,0.0,28.4,3.5,3.6,98932,95.9,39.6,02917
653,96,-666666666.0,9.4,25.0,0.0,88023,95.9,72.5,02663
654,191,-666666666.0,5.3,0.0,8.9,158387,81.9,74.0,02641
655,4675,0.0,20.7,1.0,12.2,90920,108.2,43.0,02557
656,1499,0.0,0.3,0.0,-666666666.0,-666666666,710.3,26.7,02841
657,3008,-666666666.0,25.7,6.5,6.3,108935,101.6,46.3,02562
658,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,02643
659,1178,-666666666.0,0.0,7.0,50.0,-999999999,95.0,19.9,02357
660,279,-666666666.0,3.6,0.0,21.5,82669,102.2,65.8,02791
661,27,-666666666.0,0.0,-666666666.0,48.1,-999999999,-666666666.0,-666666666.0,02203
662,65,-666666666.0,0.0,48.3,0.0,32424,124.1,65.2,02047
663,1362,-666666666.0,0.0,4.1,-666666666.0,-666666666,94.3,20.1,02912
664,141,-666666666.0,0.0,0.0,0.0,193495,62.1,52.6,02637
665,903,-666666666.0,35.9,3.8,3.9,78751,123.0,26.7,02802
666,312,-666666666.0,11.3,4.1,11.2,92581,138.2,48.4,02564
667,10,-666666666.0,0.0,0.0,0.0,-999999999,-666666666.0,-666666666.0,02584
668,180,-666666666.0,58.3,0.0,43.9,20330,74.8,27.0,02876
669,1680,-666666666.0,0.0,0.5,-666666666.0,-666666666,83.6,20.2,02457
670,35,-666666666.0,40.0,-666666666.0,0.0,-999999999,66.7,-666666666.0,02553
671,325,-666666666.0,28.2,0.0,54.8,48950,357.7,48.2,02561
672,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,02651
673,29006,66.7,29.8,14.8,27.6,48773,98.9,30.6,02907
674,17391,58.5,35.1,13.4,20.6,52371,92.8,40.4,02724
675,298,-666666666.0,22.0,15.0,0.0,82995,93.5,52.3,02872
676,773,-666666666.0,33.6,10.4,6.8,78161,74.9,51.3,02826
677,215,-666666666.0,0.0,0.0,0.0,85846,58.1,59.0,02873
678,6295,0.0,31.1,4.8,6.8,108885,91.5,44.0,02718
679,16027,40.6,30.9,5.5,9.1,79473,92.2,46.7,02719
680,6245,0.0,21.8,6.4,4.6,133259,90.7,49.5,02739
681,43686,40.2,30.3,9.1,22.5,55015,87.9,37.4,02740
682,9000,0.0,27.4,3.4,6.2,101992,94.8,43.1,02762
683,14018,13.8,27.8,6.0,6.3,105753,88.2,40.0,02767
684,6630,0.0,32.2,3.4,3.9,105298,107.5,42.7,02779
685,7762,0.0,26.3,8.0,8.5,86520,117.3,47.9,02813
686,23267,5.2,20.4,4.6,14.6,90914,87.9,37.5,02840
687,135,-666666666.0,37.0,0.0,0.0,-999999999,125.0,48.6,02836
688,3521,0.0,15.8,3.7,8.5,101923,90.3,53.9,02837
689,733,-666666666.0,5.4,4.1,12.6,98192,58.0,47.1,02858
690,13654,0.0,17.1,5.2,19.7,101775,94.7,44.4,02882
691,21031,15.2,28.1,5.6,10.6,86088,84.2,46.9,02891
692,16079,9.4,23.9,6.0,9.5,85538,90.2,42.9,02842
693,25163,30.8,34.9,8.6,12.6,68483,102.4,40.3,02861
694,28745,3.1,8.7,3.8,16.7,125616,95.0,30.4,02906
695,25497,49.0,28.5,13.1,25.9,60422,95.5,32.2,02905
696,25362,20.2,23.2,5.0,5.0,121090,90.6,43.3,02026
697,4410,0.0,18.4,7.2,5.9,151170,103.0,42.9,02032
698,13162,7.9,15.5,4.2,5.3,142572,85.5,41.2,02053
699,15612,0.0,11.9,3.9,1.9,187447,94.9,45.0,02090
700,11597,0.0,21.2,5.7,5.1,135705,94.1,43.2,02093
701,13664,6.9,13.6,6.8,17.1,96782,107.1,32.2,02141
702,24682,0.0,12.6,3.8,11.3,121394,102.9,31.3,02144
703,18230,0.0,28.4,4.3,4.2,112799,99.0,42.5,02359
704,121,-666666666.0,7.8,0.0,0.0,107047,77.9,66.9,02647
705,11184,62.4,26.5,10.5,28.4,49347,90.9,34.9,02744
706,1806,100.0,16.4,1.8,7.7,75161,89.7,62.5,02646
707,5505,0.0,14.3,5.3,4.6,142162,93.6,50.8,02835
708,6424,-666666666.0,24.1,6.9,7.4,103278,106.1,46.4,02822
709,6084,0.0,26.9,4.9,2.7,109445,99.8,44.8,02817
710,58500,27.6,28.1,5.0,6.4,104522,92.6,45.5,02360
711,9938,14.3,23.5,7.2,4.1,112121,88.4,42.6,02375
712,14054,67.0,25.9,5.2,6.1,91622,91.3,52.4,02649
713,15637,71.7,37.2,10.5,35.4,42936,88.0,32.7,02746
714,5199,0.0,25.8,4.4,4.4,123715,120.7,46.5,02770
715,11316,59.6,25.1,7.3,7.4,110492,87.2,51.5,02748
716,27100,61.3,25.1,5.7,7.7,105090,98.8,39.8,02760
717,19515,42.4,26.5,4.7,5.6,113574,95.4,41.1,02766
718,14579,14.3,6.6,3.5,2.3,212481,95.4,45.5,02420
719,27527,14.4,14.1,3.9,4.1,160598,88.1,38.7,02186
720,15301,13.6,26.3,7.2,4.2,95567,89.9,39.2,02188
721,37082,21.8,27.6,6.0,5.0,105313,89.0,41.9,02184
722,12112,7.5,12.6,2.9,3.3,200879,89.8,43.2,02465
723,8568,1.3,11.6,3.9,4.4,148895,86.7,36.9,02466
724,34715,12.8,16.0,4.2,8.4,111543,86.9,38.4,02472
725,815,-666666666.0,41.6,0.0,8.9,97903,112.8,45.9,02534
726,3571,0.0,49.0,6.3,15.5,68527,107.9,42.1,02538
727,1158,-666666666.0,25.2,8.6,8.7,99473,85.6,59.3,02670
728,14236,51.2,38.2,9.6,20.3,50026,98.4,39.1,02723
729,2277,0.0,9.6,4.5,5.1,155438,108.1,48.5,02630
730,2949,47.6,36.0,5.6,13.0,62543,94.7,49.4,02639
731,2453,-666666666.0,26.9,7.6,11.0,74199,91.6,52.7,02725
732,16218,20.3,11.5,3.1,2.8,158751,94.6,46.0,02806
733,32664,50.8,32.1,7.0,6.6,84141,92.4,43.8,02816
734,7683,76.1,25.6,5.2,3.8,100319,80.4,49.7,02828
735,4708,0.0,27.1,7.9,4.8,97020,86.6,45.5,02832
736,15870,14.6,31.3,6.0,5.7,94780,102.1,50.2,02878
737,4977,34.8,28.7,1.4,2.9,111277,98.1,46.6,02892
738,29260,50.4,29.7,6.8,14.7,64985,95.4,38.9,02893
739,41508,48.2,35.9,8.6,24.4,51997,98.2,37.8,02895
740,21607,47.7,33.1,6.4,10.9,70557,85.6,37.5,02910
741,21533,70.7,32.9,9.4,14.0,61312,89.1,40.6,02914
742,16778,17.9,29.1,5.6,9.7,69148,87.9,45.3,02915
743,12885,22.3,24.8,5.1,3.2,120520,93.5,41.5,02921
744,29159,48.6,37.3,6.1,8.0,76016,87.7,45.5,02919
745,3904,-666666666.0,40.8,8.7,13.3,93746,98.4,38.9,02838
746,34452,10.8,25.3,3.0,7.3,102165,91.6,44.5,02864
747,942,-666666666.0,21.9,3.0,5.7,70598,100.4,54.8,02652
748,3075,-666666666.0,22.3,8.8,11.6,75829,79.2,57.4,02667
749,368,-666666666.0,17.4,0.0,0.0,152774,180.9,48.0,02672
750,6589,0.0,24.3,2.5,6.9,91899,94.3,49.7,02648
751,16204,51.9,32.9,4.2,5.5,90227,108.9,46.5,02777
752,195,-666666666.0,0.0,0.0,8.7,174783,82.2,42.2,02815
753,3260,-666666666.0,27.1,4.6,3.2,113161,103.1,44.8,02831
754,7426,52.2,36.4,4.5,12.7,80652,97.0,44.6,02859
755,46958,62.7,32.1,11.5,23.8,53253,99.2,33.6,02860
756,16929,35.4,31.3,5.5,4.2,118476,100.1,40.6,02019
757,12610,0.0,9.4,3.9,2.2,207293,103.0,42.7,02052
758,10897,0.0,15.9,5.3,3.6,170302,97.3,43.3,02061
759,18042,16.3,15.7,5.5,3.2,144537,90.3,47.1,02066
760,1572,0.0,27.0,10.2,3.3,153704,241.0,39.9,02071
761,23215,26.7,7.2,4.9,10.8,183165,86.8,34.6,02116
762,55074,51.0,31.9,9.3,23.2,70587,88.4,33.9,02124
763,28505,0.7,19.7,4.9,6.4,113775,82.5,44.4,02132
764,26773,22.0,12.8,3.6,14.1,105638,95.6,31.5,02143
765,39263,35.7,34.9,5.5,19.5,65357,102.9,33.2,02150
766,59779,2.6,22.8,4.8,10.3,106304,93.3,34.7,02155
767,56541,12.4,26.2,6.5,12.2,83159,89.6,38.3,02169
768,15146,37.6,30.2,8.3,11.2,82357,79.9,41.7,02189
769,8028,4.1,29.0,7.1,5.4,90690,88.8,47.2,02191
770,1177,0.0,4.8,4.9,15.3,165278,64.8,44.1,02199
771,23047,0.0,12.2,3.6,5.7,181308,90.8,45.6,02043
772,23678,16.1,18.7,6.1,2.7,132297,97.2,38.4,02048
