,actual,cleared,data_year,offense,ori,state_abbr
15,20,17,2017,aggravated-assault,NJ0201300,NJ
16,18,16,2017,aggravated-assault,NJ0201400,NJ
17,0,0,2017,aggravated-assault,NJ0201500,NJ
18,6,1,2017,aggravated-assault,NJ0201600,NJ
19,5,4,2017,aggravated-assault,NJ0201700,NJ
0,1,0,2017,aggravated-assault,NJ0180900,NJ
1,2,2,2017,aggravated-assault,NJ0181000,NJ
2,4,2,2017,aggravated-assault,NJ0181100,NJ
3,6,1,2017,aggravated-assault,NJ0181300,NJ
4,16,12,2017,aggravated-assault,NJ0181400,NJ
5,3,2,2017,aggravated-assault,NJ0181500,NJ
6,3,3,2017,aggravated-assault,NJ0181600,NJ
7,7,6,2017,aggravated-assault,NJ0181800,NJ
8,2,2,2017,aggravated-assault,NJ0181900,NJ
9,1,1,2017,aggravated-assault,NJ0182000,NJ
10,0,0,2017,aggravated-assault,NJ0182100,NJ
11,1,0,2017,aggravated-assault,NJ018SP00,NJ
12,1,1,2017,aggravated-assault,NJ0190200,NJ
13,5,1,2017,aggravated-assault,NJ0190400,NJ
14,2,2,2017,aggravated-assault,NJ0190600,NJ
15,2,1,2017,aggravated-assault,NJ0190900,NJ
16,1,1,2017,aggravated-assault,NJ0191100,NJ
17,8,10,2017,aggravated-assault,NJ0191200,NJ
18,5,2,2017,aggravated-assault,NJ0191500,NJ
19,0,0,2017,aggravated-assault,NJ0191600,NJ
0,14,12,2017,aggravated-assault,NJ0180600,NJ
1,0,0,2017,aggravated-assault,NJ0180700,NJ
2,18,4,2017,aggravated-assault,NJ0180800,NJ
3,1,0,2017,aggravated-assault,NJ0180900,NJ
4,2,2,2017,aggravated-assault,NJ0181000,NJ
5,4,2,2017,aggravated-assault,NJ0181100,NJ
6,6,1,2017,aggravated-assault,NJ0181300,NJ
7,16,12,2017,aggravated-assault,NJ0181400,NJ
8,3,2,2017,aggravated-assault,NJ0181500,NJ
9,3,3,2017,aggravated-assault,NJ0181600,NJ
10,7,6,2017,aggravated-assault,NJ0181800,NJ
11,2,2,2017,aggravated-assault,NJ0181900,NJ
12,1,1,2017,aggravated-assault,NJ0182000,NJ
13,0,0,2017,aggravated-assault,NJ0182100,NJ
14,1,0,2017,aggravated-assault,NJ018SP00,NJ
15,1,1,2017,aggravated-assault,NJ0190200,NJ
16,5,1,2017,aggravated-assault,NJ0190400,NJ
17,2,2,2017,aggravated-assault,NJ0190600,NJ
18,2,1,2017,aggravated-assault,NJ0190900,NJ
19,1,1,2017,aggravated-assault,NJ0191100,NJ
0,166,14,2017,burglary,NJ0200900,NJ
1,27,0,2017,burglary,NJ0201000,NJ
2,4,0,2017,burglary,NJ0201100,NJ
3,232,9,2017,burglary,NJ0201200,NJ
4,51,11,2017,burglary,NJ0201300,NJ
5,69,4,2017,burglary,NJ0201400,NJ
6,20,5,2017,burglary,NJ0201500,NJ
7,63,2,2017,burglary,NJ0201600,NJ
8,24,6,2017,burglary,NJ0201700,NJ
9,17,4,2017,burglary,NJ0201800,NJ
10,97,19,2017,burglary,NJ0201900,NJ
11,21,1,2017,burglary,NJ0202000,NJ
12,1,1,2017,burglary,NJ0202100,NJ
13,7,0,2017,burglary,NJ0202400,NJ
14,0,0,2017,burglary,NJ0209100,NJ
15,0,0,2017,burglary,NJ020SP00,NJ
16,10,0,2017,burglary,NJ0210200,NJ
17,12,8,2017,burglary,NJ0210300,NJ
18,15,0,2017,burglary,NJ0210400,NJ
19,9,2,2017,burglary,NJ0210700,NJ
0,20,5,2017,burglary,NJ0010700,NJ
1,106,28,2017,burglary,NJ0010800,NJ
2,143,20,2017,burglary,NJ0011100,NJ
3,160,27,2017,burglary,NJ0011200,NJ
4,37,16,2017,burglary,NJ0011300,NJ
5,19,1,2017,burglary,NJ0011400,NJ
6,5,0,2017,burglary,NJ0011500,NJ
7,22,2,2017,burglary,NJ0011600,NJ
8,32,2,2017,burglary,NJ0011700,NJ
9,12,1,2017,burglary,NJ0011800,NJ
10,106,18,2017,burglary,NJ0011900,NJ
11,61,6,2017,burglary,NJ0012100,NJ
12,47,8,2017,burglary,NJ0012200,NJ
13,1,1,2017,burglary,NJ0012400,NJ
14,70,16,2017,burglary,NJ001SP00,NJ
15,1,0,2017,burglary,NJ0020000,NJ
16,11,10,2017,burglary,NJ0020100,NJ
17,0,0,2017,burglary,NJ0020200,NJ
18,22,0,2017,burglary,NJ0020300,NJ
19,3,2,2017,burglary,NJ0020400,NJ
0,10,0,2017,burglary,NJ0024400,NJ
1,30,11,2017,burglary,NJ0024500,NJ
2,29,2,2017,burglary,NJ0024600,NJ
3,9,0,2017,burglary,NJ0024700,NJ
4,5,3,2017,burglary,NJ0024800,NJ
5,10,1,2017,burglary,NJ0024900,NJ
6,19,3,2017,burglary,NJ0025000,NJ
7,16,6,2017,burglary,NJ0025100,NJ
8,13,1,2017,burglary,NJ0025200,NJ
9,2,1,2017,burglary,NJ0025300,NJ
10,15,5,2017,burglary,NJ0025400,NJ
11,0,0,2017,burglary,NJ0025500,NJ
12,23,5,2017,burglary,NJ0025600,NJ
13,34,6,2017,burglary,NJ0025700,NJ
14,3,0,2017,burglary,NJ0025800,NJ
15,13,7,2017,burglary,NJ0025900,NJ
16,77,4,2017,burglary,NJ0026000,NJ
17,9,1,2017,burglary,NJ0026100,NJ
18,0,0,2017,burglary,NJ0026200,NJ
19,4,0,2017,burglary,NJ0026300,NJ
0,10,4,2017,burglary,NJ0041800,NJ
1,3,0,2017,burglary,NJ0041900,NJ
2,24,0,2017,burglary,NJ0042000,NJ
3,9,1,2017,burglary,NJ0042100,NJ
4,142,15,2017,burglary,NJ0042200,NJ
5,25,1,2017,burglary,NJ0042300,NJ
6,17,3,2017,burglary,NJ0042400,NJ
7,15,2,2017,burglary,NJ0042500,NJ
8,22,0,2017,burglary,NJ0042600,NJ
9,307,9,2017,burglary,NJ0042700,NJ
10,68,6,2017,burglary,NJ0042800,NJ
11,56,7,2017,burglary,NJ0043000,NJ
12,35,4,2017,burglary,NJ0043100,NJ
13,20,1,2017,burglary,NJ0043200,NJ
14,0,0,2017,burglary,NJ0043300,NJ
15,61,13,2017,burglary,NJ0043400,NJ
16,13,0,2017,burglary,NJ0043500,NJ
17,74,16,2017,burglary,NJ0043600,NJ
18,6,0,2017,burglary,NJ0043700,NJ
19,2,0,2017,burglary,NJ0043900,NJ
0,37,3,2017,burglary,NJ0090400,NJ
1,121,66,2017,burglary,NJ0090500,NJ
2,1119,108,2017,burglary,NJ0090600,NJ
3,55,14,2017,burglary,NJ0090700,NJ
4,55,12,2017,burglary,NJ0090800,NJ
5,32,8,2017,burglary,NJ0090900,NJ
6,114,16,2017,burglary,NJ0091000,NJ
7,30,7,2017,burglary,NJ0091100,NJ
8,87,18,2017,burglary,NJ0091200,NJ
9,10,0,2017,burglary,NJ009149E,NJ
10,0,0,2017,burglary,NJ009SP00,NJ
11,1,1,2017,burglary,NJ0100400,NJ
12,2,0,2017,burglary,NJ0100500,NJ
13,29,17,2017,burglary,NJ0100600,NJ
14,5,1,2017,burglary,NJ0100700,NJ
15,7,0,2017,burglary,NJ0100900,NJ
16,0,0,2017,burglary,NJ0101000,NJ
17,0,0,2017,burglary,NJ0101100,NJ
18,14,4,2017,burglary,NJ0101400,NJ
19,2,1,2017,burglary,NJ0101500,NJ
0,38,15,2017,burglary,NJ0135200,NJ
1,9,0,2017,burglary,NJ0135300,NJ
2,1,0,2017,burglary,NJ013559E,NJ
3,0,0,2017,burglary,NJ0135600,NJ
4,39,1,2017,burglary,NJ013SP00,NJ
5,9,3,2017,burglary,NJ0140100,NJ
6,4,2,2017,burglary,NJ0140200,NJ
7,10,2,2017,burglary,NJ0140300,NJ
8,5,1,2017,burglary,NJ0140400,NJ
9,4,0,2017,burglary,NJ0140500,NJ
10,4,0,2017,burglary,NJ0140600,NJ
11,9,1,2017,burglary,NJ0140700,NJ
12,21,3,2017,burglary,NJ0140800,NJ
13,31,2,2017,burglary,NJ0140900,NJ
14,16,0,2017,burglary,NJ0141000,NJ
15,6,1,2017,burglary,NJ0141100,NJ
16,24,2,2017,burglary,NJ0141200,NJ
17,10,2,2017,burglary,NJ0141300,NJ
18,22,2,2017,burglary,NJ0141400,NJ
19,10,5,2017,burglary,NJ0141500,NJ
0,51,9,2017,burglary,NJ0192200,NJ
1,72,8,2017,burglary,NJ019SP00,NJ
2,10,2,2017,burglary,NJ0200100,NJ
3,7,0,2017,burglary,NJ0200200,NJ
4,15,0,2017,burglary,NJ0200300,NJ
5,683,53,2017,burglary,NJ0200400,NJ
6,6,0,2017,burglary,NJ0200500,NJ
7,6,1,2017,burglary,NJ0200600,NJ
8,83,3,2017,burglary,NJ0200700,NJ
9,11,0,2017,burglary,NJ0200800,NJ
10,166,14,2017,burglary,NJ0200900,NJ
11,27,0,2017,burglary,NJ0201000,NJ
12,4,0,2017,burglary,NJ0201100,NJ
13,232,9,2017,burglary,NJ0201200,NJ
14,51,11,2017,burglary,NJ0201300,NJ
15,69,4,2017,burglary,NJ0201400,NJ
16,20,5,2017,burglary,NJ0201500,NJ
17,63,2,2017,burglary,NJ0201600,NJ
18,24,6,2017,burglary,NJ0201700,NJ
19,17,4,2017,burglary,NJ0201800,NJ
0,3,0,2017,burglary,NJ0032700,NJ
1,28,5,2017,burglary,NJ0032800,NJ
2,11,1,2017,burglary,NJ0032900,NJ
3,202,17,2017,burglary,NJ0033000,NJ
4,12,12,2017,burglary,NJ0033100,NJ
5,3,0,2017,burglary,NJ0033200,NJ
6,15,0,2017,burglary,NJ0033500,NJ
7,24,3,2017,burglary,NJ0033800,NJ
8,84,12,2017,burglary,NJ003SP00,NJ
9,0,0,2017,burglary,NJ0040000,NJ
10,15,8,2017,burglary,NJ0040100,NJ
11,10,6,2017,burglary,NJ0040200,NJ
12,22,0,2017,burglary,NJ0040300,NJ
13,59,18,2017,burglary,NJ0040400,NJ
14,22,6,2017,burglary,NJ0040500,NJ
15,12,4,2017,burglary,NJ0040600,NJ
16,14,2,2017,burglary,NJ0040700,NJ
17,583,35,2017,burglary,NJ0040800,NJ
18,11,2,2017,burglary,NJ0040900,NJ
19,54,4,2017,burglary,NJ0041000,NJ
0,77,12,2017,burglary,NJ0120900,NJ
1,27,2,2017,burglary,NJ0121000,NJ
2,17,7,2017,burglary,NJ0121100,NJ
3,4,2,2017,burglary,NJ0121200,NJ
4,32,1,2017,burglary,NJ0121300,NJ
5,253,15,2017,burglary,NJ0121400,NJ
6,75,14,2017,burglary,NJ0121500,NJ
7,151,22,2017,burglary,NJ0121600,NJ
8,103,5,2017,burglary,NJ0121700,NJ
9,17,4,2017,burglary,NJ0121800,NJ
10,41,3,2017,burglary,NJ0121900,NJ
11,16,1,2017,burglary,NJ0122000,NJ
12,103,7,2017,burglary,NJ0122100,NJ
13,22,4,2017,burglary,NJ0122200,NJ
14,17,6,2017,burglary,NJ0122300,NJ
15,9,2,2017,burglary,NJ0122400,NJ
16,224,29,2017,burglary,NJ0122500,NJ
17,0,0,2017,burglary,NJ0122600,NJ
18,42,4,2017,burglary,NJ0123000,NJ
19,0,0,2017,burglary,NJ012SP00,NJ
0,4,2,2017,burglary,NJ0190600,NJ
1,1,0,2017,burglary,NJ0190900,NJ
2,10,2,2017,burglary,NJ0191100,NJ
3,9,5,2017,burglary,NJ0191200,NJ
4,10,1,2017,burglary,NJ0191500,NJ
5,0,0,2017,burglary,NJ0191600,NJ
6,12,5,2017,burglary,NJ0191800,NJ
7,2,0,2017,burglary,NJ0191900,NJ
8,51,9,2017,burglary,NJ0192200,NJ
9,72,8,2017,burglary,NJ019SP00,NJ
10,10,2,2017,burglary,NJ0200100,NJ
11,7,0,2017,burglary,NJ0200200,NJ
12,15,0,2017,burglary,NJ0200300,NJ
13,683,53,2017,burglary,NJ0200400,NJ
14,6,0,2017,burglary,NJ0200500,NJ
15,6,1,2017,burglary,NJ0200600,NJ
16,83,3,2017,burglary,NJ0200700,NJ
17,11,0,2017,burglary,NJ0200800,NJ
18,166,14,2017,burglary,NJ0200900,NJ
19,27,0,2017,burglary,NJ0201000,NJ
0,68,19,2017,burglary,NJ0050500,NJ
1,121,16,2017,burglary,NJ0050600,NJ
2,18,2,2017,burglary,NJ0050700,NJ
3,34,5,2017,burglary,NJ0050800,NJ
4,43,0,2017,burglary,NJ0050900,NJ
5,8,3,2017,burglary,NJ0051000,NJ
6,2,0,2017,burglary,NJ0051200,NJ
7,0,0,2017,burglary,NJ0051300,NJ
8,64,7,2017,burglary,NJ0051400,NJ
9,20,7,2017,burglary,NJ0051500,NJ
10,57,16,2017,burglary,NJ005SP00,NJ
11,0,0,2017,burglary,NJ0060000,NJ
12,245,12,2017,burglary,NJ0060100,NJ
13,235,14,2017,burglary,NJ0061000,NJ
14,472,71,2017,burglary,NJ0061400,NJ
15,157,58,2017,burglary,NJ006SP00,NJ
16,22,0,2017,burglary,NJ0070000,NJ
17,85,11,2017,burglary,NJ0070100,NJ
18,82,13,2017,burglary,NJ0070200,NJ
19,9,1,2017,burglary,NJ0070300,NJ
0,0,0,2017,burglary,NJ0150100,NJ
1,4,1,2017,burglary,NJ0150200,NJ
2,5,0,2017,burglary,NJ0150300,NJ
3,20,5,2017,burglary,NJ0150400,NJ
4,86,9,2017,burglary,NJ0150500,NJ
5,142,19,2017,burglary,NJ0150600,NJ
6,173,13,2017,burglary,NJ0150700,NJ
7,0,0,2017,burglary,NJ0150900,NJ
8,2,1,2017,burglary,NJ0151000,NJ
9,112,6,2017,burglary,NJ0151100,NJ
10,33,7,2017,burglary,NJ0151200,NJ
11,4,1,2017,burglary,NJ0151300,NJ
12,216,57,2017,burglary,NJ0151400,NJ
13,4,0,2017,burglary,NJ0151500,NJ
14,67,10,2017,burglary,NJ0151600,NJ
15,10,0,2017,burglary,NJ0151700,NJ
16,31,8,2017,burglary,NJ0151800,NJ
17,1,0,2017,burglary,NJ0151900,NJ
18,2,0,2017,burglary,NJ0152000,NJ
19,7,0,2017,burglary,NJ0152100,NJ
0,84,12,2017,burglary,NJ003SP00,NJ
1,0,0,2017,burglary,NJ0040000,NJ
2,15,8,2017,burglary,NJ0040100,NJ
3,10,6,2017,burglary,NJ0040200,NJ
4,22,0,2017,burglary,NJ0040300,NJ
5,59,18,2017,burglary,NJ0040400,NJ
6,22,6,2017,burglary,NJ0040500,NJ
7,12,4,2017,burglary,NJ0040600,NJ
8,14,2,2017,burglary,NJ0040700,NJ
9,583,35,2017,burglary,NJ0040800,NJ
10,11,2,2017,burglary,NJ0040900,NJ
11,54,4,2017,burglary,NJ0041000,NJ
12,66,11,2017,burglary,NJ0041100,NJ
13,184,28,2017,burglary,NJ0041200,NJ
14,11,1,2017,burglary,NJ0041300,NJ
15,49,15,2017,burglary,NJ0041400,NJ
16,171,26,2017,burglary,NJ0041500,NJ
17,51,22,2017,burglary,NJ0041600,NJ
18,29,2,2017,burglary,NJ0041700,NJ
19,10,4,2017,burglary,NJ0041800,NJ
0,6,6,2017,burglary,NJ0143900,NJ
1,0,0,2017,burglary,NJ0149100,NJ
2,1,0,2017,burglary,NJ014SP00,NJ
3,0,0,2017,burglary,NJ0150000,NJ
4,0,0,2017,burglary,NJ0150100,NJ
5,4,1,2017,burglary,NJ0150200,NJ
6,5,0,2017,burglary,NJ0150300,NJ
7,20,5,2017,burglary,NJ0150400,NJ
8,86,9,2017,burglary,NJ0150500,NJ
9,142,19,2017,burglary,NJ0150600,NJ
10,173,13,2017,burglary,NJ0150700,NJ
11,0,0,2017,burglary,NJ0150900,NJ
12,2,1,2017,burglary,NJ0151000,NJ
13,112,6,2017,burglary,NJ0151100,NJ
14,33,7,2017,burglary,NJ0151200,NJ
15,4,1,2017,burglary,NJ0151300,NJ
16,216,57,2017,burglary,NJ0151400,NJ
17,4,0,2017,burglary,NJ0151500,NJ
18,67,10,2017,burglary,NJ0151600,NJ
19,10,0,2017,burglary,NJ0151700,NJ
0,6,0,2017,burglary,NJ0043700,NJ
1,2,0,2017,burglary,NJ0043900,NJ
2,2,0,2017,burglary,NJ004SP00,NJ
3,0,0,2017,burglary,NJ0050000,NJ
4,22,2,2017,burglary,NJ0050100,NJ
5,10,0,2017,burglary,NJ0050200,NJ
6,1,0,2017,burglary,NJ0050300,NJ
7,68,19,2017,burglary,NJ0050500,NJ
8,121,16,2017,burglary,NJ0050600,NJ
9,18,2,2017,burglary,NJ0050700,NJ
10,34,5,2017,burglary,NJ0050800,NJ
11,43,0,2017,burglary,NJ0050900,NJ
12,8,3,2017,burglary,NJ0051000,NJ
13,2,0,2017,burglary,NJ0051200,NJ
14,0,0,2017,burglary,NJ0051300,NJ
15,64,7,2017,burglary,NJ0051400,NJ
16,20,7,2017,burglary,NJ0051500,NJ
17,57,16,2017,burglary,NJ005SP00,NJ
18,0,0,2017,burglary,NJ0060000,NJ
19,245,12,2017,burglary,NJ0060100,NJ
0,12,0,2017,burglary,NJ0181300,NJ
1,77,8,2017,burglary,NJ0181400,NJ
2,7,2,2017,burglary,NJ0181500,NJ
3,10,1,2017,burglary,NJ0181600,NJ
4,20,1,2017,burglary,NJ0181800,NJ
5,4,0,2017,burglary,NJ0181900,NJ
6,7,2,2017,burglary,NJ0182000,NJ
7,26,1,2017,burglary,NJ0182100,NJ
8,2,0,2017,burglary,NJ018SP00,NJ
9,1,1,2017,burglary,NJ0190200,NJ
10,13,3,2017,burglary,NJ0190400,NJ
11,4,2,2017,burglary,NJ0190600,NJ
12,1,0,2017,burglary,NJ0190900,NJ
13,10,2,2017,burglary,NJ0191100,NJ
14,9,5,2017,burglary,NJ0191200,NJ
15,10,1,2017,burglary,NJ0191500,NJ
16,0,0,2017,burglary,NJ0191600,NJ
17,12,5,2017,burglary,NJ0191800,NJ
18,2,0,2017,burglary,NJ0191900,NJ
19,51,9,2017,burglary,NJ0192200,NJ
0,45,17,2017,burglary,NJ0110700,NJ
1,0,0,2017,burglary,NJ0110800,NJ
2,43,4,2017,burglary,NJ0111000,NJ
3,792,69,2017,burglary,NJ0111100,NJ
4,10,0,2017,burglary,NJ0111200,NJ
5,39,6,2017,burglary,NJ0111300,NJ
6,7,0,2017,burglary,NJ0111800,NJ
7,18,3,2017,burglary,NJ0115000,NJ
8,6,0,2017,burglary,NJ011SP00,NJ
9,48,9,2017,burglary,NJ0120100,NJ
10,1,0,2017,burglary,NJ0120200,NJ
11,33,14,2017,burglary,NJ0120300,NJ
12,87,11,2017,burglary,NJ0120400,NJ
13,185,29,2017,burglary,NJ0120500,NJ
14,1,1,2017,burglary,NJ0120600,NJ
15,23,1,2017,burglary,NJ0120700,NJ
16,13,6,2017,burglary,NJ0120800,NJ
17,77,12,2017,burglary,NJ0120900,NJ
18,27,2,2017,burglary,NJ0121000,NJ
19,17,7,2017,burglary,NJ0121100,NJ
0,11,1,2017,burglary,NJ0030400,NJ
1,42,7,2017,burglary,NJ0030500,NJ
2,55,6,2017,burglary,NJ0030600,NJ
3,0,0,2017,burglary,NJ0030700,NJ
4,47,10,2017,burglary,NJ0030800,NJ
5,22,4,2017,burglary,NJ0030900,NJ
6,25,1,2017,burglary,NJ0031000,NJ
7,14,0,2017,burglary,NJ0031100,NJ
8,33,7,2017,burglary,NJ0031200,NJ
9,70,11,2017,burglary,NJ0031300,NJ
10,18,3,2017,burglary,NJ0031500,NJ
11,167,27,2017,burglary,NJ0031700,NJ
12,29,2,2017,burglary,NJ0031800,NJ
13,12,1,2017,burglary,NJ0031900,NJ
14,102,6,2017,burglary,NJ0032000,NJ
15,25,2,2017,burglary,NJ0032100,NJ
16,1,2,2017,burglary,NJ0032200,NJ
17,30,6,2017,burglary,NJ0032300,NJ
18,23,2,2017,burglary,NJ0032400,NJ
19,44,11,2017,burglary,NJ0032500,NJ
0,61,2,2017,burglary,NJ0180600,NJ
1,1,0,2017,burglary,NJ0180700,NJ
2,157,8,2017,burglary,NJ0180800,NJ
3,19,0,2017,burglary,NJ0180900,NJ
4,45,0,2017,burglary,NJ0181000,NJ
5,16,7,2017,burglary,NJ0181100,NJ
6,12,0,2017,burglary,NJ0181300,NJ
7,77,8,2017,burglary,NJ0181400,NJ
8,7,2,2017,burglary,NJ0181500,NJ
9,10,1,2017,burglary,NJ0181600,NJ
10,20,1,2017,burglary,NJ0181800,NJ
11,4,0,2017,burglary,NJ0181900,NJ
12,7,2,2017,burglary,NJ0182000,NJ
13,26,1,2017,burglary,NJ0182100,NJ
14,2,0,2017,burglary,NJ018SP00,NJ
15,1,1,2017,burglary,NJ0190200,NJ
16,13,3,2017,burglary,NJ0190400,NJ
17,4,2,2017,burglary,NJ0190600,NJ
18,1,0,2017,burglary,NJ0190900,NJ
19,10,2,2017,burglary,NJ0191100,NJ
0,15,2,2017,burglary,NJ0131800,NJ
1,89,16,2017,burglary,NJ0131900,NJ
2,2,0,2017,burglary,NJ0132000,NJ
3,27,10,2017,burglary,NJ0132100,NJ
4,23,2,2017,burglary,NJ0132200,NJ
5,8,1,2017,burglary,NJ0132300,NJ
6,2,1,2017,burglary,NJ0132400,NJ
7,120,30,2017,burglary,NJ0132500,NJ
8,39,3,2017,burglary,NJ0132600,NJ
9,15,1,2017,burglary,NJ0132700,NJ
10,45,0,2017,burglary,NJ0132800,NJ
11,2,0,2017,burglary,NJ0132900,NJ
12,17,7,2017,burglary,NJ0133000,NJ
13,73,32,2017,burglary,NJ0133100,NJ
14,5,1,2017,burglary,NJ0133300,NJ
15,143,14,2017,burglary,NJ0133400,NJ
16,15,3,2017,burglary,NJ0133500,NJ
17,19,0,2017,burglary,NJ0133600,NJ
18,99,26,2017,burglary,NJ0133700,NJ
19,7,1,2017,burglary,NJ0133800,NJ
0,14,6,2017,burglary,NJ0073000,NJ
1,1,0,2017,burglary,NJ0073100,NJ
2,0,0,2017,burglary,NJ0073200,NJ
3,0,0,2017,burglary,NJ007SP00,NJ
4,0,0,2017,burglary,NJ0080000,NJ
5,22,6,2017,burglary,NJ0080100,NJ
6,163,23,2017,burglary,NJ0080200,NJ
7,11,0,2017,burglary,NJ0080300,NJ
8,15,3,2017,burglary,NJ0080400,NJ
9,65,2,2017,burglary,NJ0080500,NJ
10,80,8,2017,burglary,NJ0080600,NJ
11,11,2,2017,burglary,NJ0080700,NJ
12,19,2,2017,burglary,NJ0080800,NJ
13,19,3,2017,burglary,NJ0080900,NJ
14,48,5,2017,burglary,NJ0081000,NJ
15,150,49,2017,burglary,NJ0081100,NJ
16,9,1,2017,burglary,NJ0081200,NJ
17,8,1,2017,burglary,NJ0081300,NJ
18,50,5,2017,burglary,NJ0081400,NJ
19,10,2,2017,burglary,NJ0081500,NJ
0,167,27,2017,burglary,NJ0031700,NJ
1,29,2,2017,burglary,NJ0031800,NJ
2,12,1,2017,burglary,NJ0031900,NJ
3,102,6,2017,burglary,NJ0032000,NJ
4,25,2,2017,burglary,NJ0032100,NJ
5,1,2,2017,burglary,NJ0032200,NJ
6,30,6,2017,burglary,NJ0032300,NJ
7,23,2,2017,burglary,NJ0032400,NJ
8,44,11,2017,burglary,NJ0032500,NJ
9,1,1,2017,burglary,NJ0032600,NJ
10,3,0,2017,burglary,NJ0032700,NJ
11,28,5,2017,burglary,NJ0032800,NJ
12,11,1,2017,burglary,NJ0032900,NJ
13,202,17,2017,burglary,NJ0033000,NJ
14,12,12,2017,burglary,NJ0033100,NJ
15,3,0,2017,burglary,NJ0033200,NJ
16,15,0,2017,burglary,NJ0033500,NJ
17,24,3,2017,burglary,NJ0033800,NJ
18,84,12,2017,burglary,NJ003SP00,NJ
19,0,0,2017,burglary,NJ0040000,NJ
0,0,0,2017,burglary,NJ0020200,NJ
1,22,0,2017,burglary,NJ0020300,NJ
2,3,2,2017,burglary,NJ0020400,NJ
3,5,1,2017,burglary,NJ0020500,NJ
4,27,3,2017,burglary,NJ0020600,NJ
5,3,0,2017,burglary,NJ0020700,NJ
6,9,0,2017,burglary,NJ0020800,NJ
7,4,0,2017,burglary,NJ0020900,NJ
8,8,1,2017,burglary,NJ0021000,NJ
9,50,7,2017,burglary,NJ0021100,NJ
10,10,3,2017,burglary,NJ0021200,NJ
11,5,1,2017,burglary,NJ0021300,NJ
12,4,0,2017,burglary,NJ0021400,NJ
13,66,6,2017,burglary,NJ0021500,NJ
14,7,1,2017,burglary,NJ0021600,NJ
15,56,19,2017,burglary,NJ0021700,NJ
16,25,4,2017,burglary,NJ0021800,NJ
17,50,12,2017,burglary,NJ0021900,NJ
18,13,2,2017,burglary,NJ0022000,NJ
19,71,18,2017,burglary,NJ0022100,NJ
0,7,0,2017,burglary,NJ0200200,NJ
1,15,0,2017,burglary,NJ0200300,NJ
2,683,53,2017,burglary,NJ0200400,NJ
3,6,0,2017,burglary,NJ0200500,NJ
4,6,1,2017,burglary,NJ0200600,NJ
5,83,3,2017,burglary,NJ0200700,NJ
6,11,0,2017,burglary,NJ0200800,NJ
7,166,14,2017,burglary,NJ0200900,NJ
8,27,0,2017,burglary,NJ0201000,NJ
9,4,0,2017,burglary,NJ0201100,NJ
10,232,9,2017,burglary,NJ0201200,NJ
11,51,11,2017,burglary,NJ0201300,NJ
12,69,4,2017,burglary,NJ0201400,NJ
13,20,5,2017,burglary,NJ0201500,NJ
14,63,2,2017,burglary,NJ0201600,NJ
15,24,6,2017,burglary,NJ0201700,NJ
16,17,4,2017,burglary,NJ0201800,NJ
17,97,19,2017,burglary,NJ0201900,NJ
18,21,1,2017,burglary,NJ0202000,NJ
19,1,1,2017,burglary,NJ0202100,NJ
0,4,0,2017,burglary,NJ0170300,NJ
1,2,1,2017,burglary,NJ0170400,NJ
2,31,16,2017,burglary,NJ0170500,NJ
3,43,9,2017,burglary,NJ0170800,NJ
4,74,10,2017,burglary,NJ0171200,NJ
5,36,2,2017,burglary,NJ0171300,NJ
6,12,4,2017,burglary,NJ0171500,NJ
7,93,48,2017,burglary,NJ017SP00,NJ
8,0,0,2017,burglary,NJ0180000,NJ
9,1,0,2017,burglary,NJ0180100,NJ
10,16,1,2017,burglary,NJ0180200,NJ
11,5,0,2017,burglary,NJ0180300,NJ
12,23,1,2017,burglary,NJ0180400,NJ
13,13,4,2017,burglary,NJ0180500,NJ
14,61,2,2017,burglary,NJ0180600,NJ
15,1,0,2017,burglary,NJ0180700,NJ
16,157,8,2017,burglary,NJ0180800,NJ
17,19,0,2017,burglary,NJ0180900,NJ
18,45,0,2017,burglary,NJ0181000,NJ
19,16,7,2017,burglary,NJ0181100,NJ
0,8,1,2017,burglary,NJ015SP00,NJ
1,7,1,2017,burglary,NJ0160100,NJ
2,191,27,2017,burglary,NJ0160200,NJ
3,32,9,2017,burglary,NJ0160300,NJ
4,27,4,2017,burglary,NJ0160400,NJ
5,12,3,2017,burglary,NJ0160500,NJ
6,11,3,2017,burglary,NJ0160600,NJ
7,193,12,2017,burglary,NJ0160700,NJ
8,992,68,2017,burglary,NJ0160800,NJ
9,16,2,2017,burglary,NJ0160900,NJ
10,27,0,2017,burglary,NJ0161000,NJ
11,14,9,2017,burglary,NJ0161100,NJ
12,29,9,2017,burglary,NJ0161200,NJ
13,9,0,2017,burglary,NJ0161300,NJ
14,85,6,2017,burglary,NJ0161400,NJ
15,37,6,2017,burglary,NJ0161500,NJ
16,13,1,2017,burglary,NJ0161600,NJ
17,0,0,2017,burglary,NJ0161700,NJ
18,0,0,2017,burglary,NJ016SP00,NJ
19,0,0,2017,burglary,NJ0170000,NJ
0,18,3,2017,burglary,NJ0152900,NJ
1,13,3,2017,burglary,NJ0153000,NJ
2,3,1,2017,burglary,NJ0153100,NJ
3,8,2,2017,burglary,NJ0153200,NJ
4,33,11,2017,burglary,NJ0153300,NJ
5,8,1,2017,burglary,NJ015SP00,NJ
6,7,1,2017,burglary,NJ0160100,NJ
7,191,27,2017,burglary,NJ0160200,NJ
